Player,Nation,POS,Age,90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Unnamed: 27_level_0_Matches,Team
Stefan Frei,SUI,GK,38,13.3,401.0,343.0,395.0,6.0,0.0,0.0,401.0,0.0,0.0,,0.0,,213.0,1135.0,656.0,0.0,0.0,0.0,0.0,0.0,164.0,0.0,Matches,Seattle Sounders
Nouhou Tolo,CMR,DF,26,13.1,907.0,48.0,278.0,488.0,156.0,8.0,907.0,29.0,15.0,51.7,8.0,27.6,503.0,3025.0,1789.0,32.0,24.0,2.0,17.0,12.0,552.0,26.0,Matches,Seattle Sounders
Raúl Ruidíaz,PER,FW,33,12.8,501.0,3.0,39.0,211.0,253.0,52.0,497.0,44.0,16.0,36.4,25.0,56.8,295.0,1211.0,328.0,5.0,7.0,4.0,22.0,13.0,351.0,70.0,Matches,Seattle Sounders
Albert Rusnák,SVK,MF,29,13.2,720.0,10.0,68.0,374.0,281.0,30.0,720.0,17.0,9.0,52.9,6.0,35.3,406.0,1886.0,822.0,17.0,19.0,6.0,11.0,9.0,499.0,46.0,Matches,Seattle Sounders
Yeimar Gómez Andrade,COL,DF,31,13.1,844.0,109.0,407.0,402.0,38.0,13.0,844.0,5.0,1.0,20.0,4.0,80.0,476.0,1702.0,825.0,8.0,4.0,0.0,5.0,2.0,564.0,1.0,Matches,Seattle Sounders
João Paulo Mior,BRA,MF,33,8.8,797.0,26.0,184.0,471.0,144.0,3.0,797.0,12.0,6.0,50.0,3.0,25.0,455.0,1849.0,766.0,9.0,8.0,0.0,4.0,5.0,582.0,12.0,Matches,Seattle Sounders
Joshua Atencio,USA,MF,22,8.6,694.0,24.0,119.0,376.0,209.0,24.0,694.0,17.0,10.0,58.8,7.0,41.2,362.0,1746.0,712.0,19.0,21.0,2.0,20.0,12.0,450.0,34.0,Matches,Seattle Sounders
Léo Chú,BRA,FW,24,4.3,170.0,1.0,17.0,44.0,113.0,23.0,170.0,18.0,7.0,38.9,10.0,55.6,113.0,783.0,345.0,12.0,6.0,11.0,15.0,5.0,127.0,47.0,Matches,Seattle Sounders
Cody Baker,USA,DF,20,5.3,370.0,20.0,83.0,184.0,105.0,8.0,370.0,6.0,2.0,33.3,4.0,66.7,198.0,946.0,510.0,13.0,9.0,5.0,8.0,4.0,223.0,31.0,Matches,Seattle Sounders
Andrew Thomas,RUS,GK,25,4.7,124.0,106.0,122.0,2.0,0.0,0.0,124.0,0.0,0.0,,0.0,,66.0,457.0,302.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,Matches,Seattle Sounders
Jon Bell,JAM,DF,26,3.0,141.0,20.0,75.0,59.0,7.0,2.0,141.0,0.0,0.0,,0.0,,64.0,288.0,109.0,0.0,0.0,0.0,0.0,1.0,72.0,0.0,Matches,Seattle Sounders
Daniel Musovski,USA,FW,28,3.7,128.0,3.0,10.0,51.0,68.0,15.0,128.0,16.0,7.0,43.8,7.0,43.8,72.0,476.0,192.0,10.0,6.0,5.0,9.0,4.0,91.0,22.0,Matches,Seattle Sounders
Xavier Arreaga,ECU,DF,29,2.8,205.0,18.0,113.0,90.0,4.0,3.0,205.0,2.0,1.0,50.0,1.0,50.0,125.0,572.0,193.0,0.0,0.0,0.0,1.0,0.0,150.0,0.0,Matches,Seattle Sounders
Danny Leyva,USA,MF,21,2.0,145.0,4.0,36.0,73.0,38.0,2.0,145.0,2.0,1.0,50.0,1.0,50.0,81.0,288.0,120.0,1.0,2.0,0.0,2.0,2.0,97.0,5.0,Matches,Seattle Sounders
Sota Kitahara,USA,DF,21,1.6,74.0,5.0,28.0,32.0,15.0,0.0,74.0,0.0,0.0,,0.0,,27.0,97.0,46.0,1.0,0.0,0.0,2.0,0.0,41.0,2.0,Matches,Seattle Sounders
Reed Baker-Whiting,USA,DF,19,1.7,114.0,20.0,51.0,41.0,22.0,0.0,114.0,5.0,4.0,80.0,0.0,0.0,42.0,245.0,155.0,5.0,3.0,0.0,2.0,2.0,49.0,5.0,Matches,Seattle Sounders
Pedro De la Vega,ARG,MF,23,1.2,72.0,0.0,3.0,36.0,35.0,6.0,71.0,8.0,6.0,75.0,2.0,25.0,46.0,386.0,125.0,5.0,5.0,1.0,5.0,2.0,52.0,10.0,Matches,Seattle Sounders
Georgi Minoungou,CIV,FW,21,1.1,51.0,0.0,3.0,15.0,33.0,11.0,51.0,10.0,5.0,50.0,5.0,50.0,38.0,394.0,195.0,9.0,4.0,10.0,9.0,4.0,39.0,17.0,Matches,Seattle Sounders
Dylan Teves,USA,MF,24,0.9,49.0,1.0,10.0,17.0,22.0,3.0,49.0,3.0,2.0,66.7,1.0,33.3,23.0,98.0,65.0,2.0,2.0,0.0,6.0,0.0,30.0,3.0,Matches,Seattle Sounders
Nathan Cardoso,BRA,DF,29,0.7,56.0,14.0,29.0,25.0,2.0,0.0,56.0,0.0,0.0,,0.0,,22.0,125.0,94.0,1.0,0.0,0.0,2.0,0.0,37.0,0.0,Matches,Seattle Sounders
Paul Rothrock,USA,FW,25,2.2,122.0,0.0,12.0,44.0,68.0,9.0,122.0,5.0,0.0,0.0,5.0,100.0,76.0,440.0,224.0,7.0,6.0,2.0,7.0,3.0,87.0,29.0,Matches,Seattle Sounders
Kalani Rienzi,USA,DF,21,0.1,10.0,1.0,6.0,3.0,1.0,0.0,10.0,0.0,0.0,,0.0,,4.0,16.0,5.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,Matches,Seattle Sounders
Antino Lopez,USA,MF,22,0.1,5.0,0.0,1.0,2.0,2.0,0.0,5.0,0.0,0.0,,0.0,,3.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,Matches,Seattle Sounders
Roman Bürki,SUI,GK,33,17.0,587.0,387.0,549.0,38.0,0.0,0.0,587.0,1.0,1.0,100.0,0.0,0.0,340.0,1711.0,1031.0,0.0,0.0,0.0,0.0,0.0,283.0,0.0,Matches,St Louis City
Tomas Totland,NOR,DF,25,15.6,899.0,62.0,243.0,353.0,308.0,26.0,899.0,25.0,12.0,48.0,12.0,48.0,410.0,1913.0,811.0,21.0,17.0,3.0,13.0,12.0,428.0,86.0,Matches,St Louis City
Klauss,BRA,FW,27,14.2,524.0,15.0,25.0,181.0,329.0,105.0,522.0,35.0,22.0,62.9,12.0,34.3,290.0,1480.0,619.0,27.0,18.0,16.0,33.0,16.0,376.0,108.0,Matches,St Louis City
Célio Pompeu,BRA,FW,24,13.8,607.0,9.0,57.0,193.0,369.0,59.0,607.0,53.0,32.0,60.4,18.0,34.0,328.0,2417.0,1475.0,65.0,28.0,29.0,36.0,18.0,353.0,107.0,Matches,St Louis City
Indiana Vassilev,USA,MF,23,12.7,530.0,3.0,42.0,195.0,303.0,38.0,530.0,32.0,9.0,28.1,18.0,56.3,304.0,1911.0,695.0,25.0,18.0,7.0,31.0,32.0,340.0,77.0,Matches,St Louis City
Chris Durkin,USA,MF,24,14.4,771.0,23.0,168.0,429.0,184.0,26.0,771.0,10.0,4.0,40.0,3.0,30.0,361.0,1318.0,554.0,8.0,10.0,2.0,25.0,14.0,433.0,35.0,Matches,St Louis City
Tim Parker,USA,DF,31,13.9,740.0,72.0,358.0,338.0,46.0,16.0,740.0,4.0,3.0,75.0,1.0,25.0,399.0,1886.0,1098.0,8.0,2.0,0.0,2.0,0.0,440.0,1.0,Matches,St Louis City
Anthony Markanich,PHI,DF,24,12.4,779.0,47.0,209.0,380.0,195.0,15.0,779.0,6.0,1.0,16.7,4.0,66.7,310.0,1358.0,697.0,16.0,13.0,2.0,11.0,4.0,349.0,36.0,Matches,St Louis City
Joakim Nilsson,SWE,DF,30,9.7,563.0,62.0,312.0,224.0,28.0,7.0,563.0,2.0,1.0,50.0,1.0,50.0,214.0,901.0,466.0,4.0,2.0,0.0,4.0,0.0,262.0,0.0,Matches,St Louis City
Aziel Jackson,USA,FW,22,8.9,441.0,5.0,35.0,160.0,249.0,37.0,441.0,38.0,15.0,39.5,22.0,57.9,265.0,1375.0,482.0,15.0,16.0,8.0,44.0,18.0,310.0,57.0,Matches,St Louis City
Tomáš Ostrák,CZE,MF,24,7.7,429.0,10.0,65.0,234.0,134.0,14.0,429.0,18.0,5.0,27.8,13.0,72.2,243.0,1206.0,484.0,9.0,9.0,3.0,12.0,8.0,288.0,24.0,Matches,St Louis City
Rasmus Alm,SWE,FW,28,6.0,197.0,5.0,27.0,66.0,106.0,18.0,197.0,13.0,6.0,46.2,7.0,53.8,95.0,509.0,96.0,4.0,1.0,0.0,11.0,9.0,109.0,40.0,Matches,St Louis City
Kyle Hiebert,CAN,DF,26,7.2,384.0,37.0,159.0,183.0,42.0,8.0,384.0,0.0,0.0,,0.0,,165.0,603.0,293.0,3.0,4.0,0.0,2.0,3.0,203.0,9.0,Matches,St Louis City
Eduard Löwen,GER,MF,27,6.2,501.0,4.0,63.0,263.0,185.0,11.0,500.0,22.0,7.0,31.8,12.0,54.5,274.0,1259.0,520.0,17.0,19.0,4.0,11.0,9.0,304.0,22.0,Matches,St Louis City
Njabulo Blom,RSA,MF,24,4.9,237.0,3.0,51.0,142.0,51.0,5.0,237.0,3.0,3.0,100.0,0.0,0.0,133.0,622.0,283.0,7.0,5.0,2.0,11.0,6.0,143.0,12.0,Matches,St Louis City
Samuel Adeniran,USA,FW,25,5.7,189.0,6.0,12.0,65.0,115.0,32.0,189.0,12.0,6.0,50.0,4.0,33.3,113.0,804.0,447.0,15.0,10.0,10.0,27.0,9.0,138.0,45.0,Matches,St Louis City
Joshua Yaro,GHA,DF,29,5.4,296.0,35.0,154.0,133.0,13.0,4.0,296.0,1.0,1.0,100.0,0.0,0.0,154.0,701.0,414.0,0.0,0.0,0.0,5.0,0.0,160.0,2.0,Matches,St Louis City
Hosei Kijima,JPN,MF,21,3.7,154.0,2.0,26.0,70.0,62.0,10.0,154.0,5.0,2.0,40.0,3.0,60.0,79.0,383.0,176.0,7.0,3.0,3.0,7.0,6.0,89.0,18.0,Matches,St Louis City
Akil Watts,USA,DF,24,2.2,143.0,2.0,37.0,66.0,40.0,1.0,143.0,2.0,1.0,50.0,1.0,50.0,73.0,322.0,122.0,1.0,1.0,0.0,1.0,0.0,72.0,10.0,Matches,St Louis City
Nikolas Dyhr,DEN,DF,22,1.5,99.0,3.0,29.0,48.0,22.0,1.0,99.0,2.0,0.0,0.0,2.0,100.0,31.0,141.0,76.0,0.0,2.0,0.0,1.0,0.0,43.0,2.0,Matches,St Louis City
Nökkvi Þórisson,ISL,FW,24,3.1,155.0,1.0,22.0,50.0,85.0,23.0,155.0,10.0,5.0,50.0,5.0,50.0,91.0,465.0,234.0,9.0,8.0,6.0,7.0,7.0,114.0,36.0,Matches,St Louis City
Jake Nerwinski,USA,DF,29,0.3,14.0,2.0,7.0,5.0,2.0,0.0,14.0,0.0,0.0,,0.0,,6.0,39.0,9.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,Matches,St Louis City
John Klein,USA,FW,24,0.2,7.0,0.0,0.0,2.0,5.0,1.0,7.0,0.0,0.0,,0.0,,6.0,18.0,11.0,0.0,0.0,0.0,0.0,1.0,8.0,2.0,Matches,St Louis City
Cristian Espinoza,ARG,FW,29,16.8,946.0,12.0,102.0,341.0,517.0,57.0,946.0,45.0,23.0,51.1,21.0,46.7,542.0,3161.0,1497.0,68.0,36.0,16.0,38.0,14.0,645.0,143.0,Matches,San Jose Earthquakes
Rodrigues,BRA,DF,26,16.0,991.0,182.0,565.0,388.0,50.0,27.0,991.0,25.0,18.0,72.0,6.0,24.0,635.0,4478.0,2823.0,16.0,7.0,0.0,19.0,8.0,641.0,3.0,Matches,San Jose Earthquakes
Jackson Yueill,USA,MF,27,14.3,919.0,36.0,205.0,574.0,146.0,7.0,919.0,13.0,7.0,53.8,6.0,46.2,570.0,2396.0,1163.0,14.0,15.0,1.0,17.0,8.0,664.0,21.0,Matches,San Jose Earthquakes
Jeremy Ebobisse,USA,FW,27,12.2,406.0,12.0,34.0,215.0,160.0,39.0,405.0,16.0,6.0,37.5,9.0,56.3,225.0,856.0,332.0,10.0,10.0,5.0,24.0,18.0,296.0,62.0,Matches,San Jose Earthquakes
William Yarbrough,USA,GK,35,13.0,422.0,365.0,415.0,8.0,0.0,0.0,422.0,1.0,1.0,100.0,0.0,0.0,218.0,1208.0,740.0,0.0,0.0,0.0,0.0,0.0,154.0,0.0,Matches,San Jose Earthquakes
Vitor Costa,BRA,DF,29,12.6,768.0,62.0,291.0,329.0,154.0,27.0,768.0,10.0,5.0,50.0,5.0,50.0,375.0,1777.0,1098.0,25.0,10.0,3.0,9.0,10.0,419.0,53.0,Matches,San Jose Earthquakes
Carlos Akapo,EQG,DF,31,11.8,809.0,54.0,299.0,355.0,161.0,11.0,809.0,19.0,12.0,63.2,6.0,31.6,380.0,2200.0,1043.0,30.0,18.0,2.0,10.0,9.0,412.0,35.0,Matches,San Jose Earthquakes
Carlos Gruezo,ECU,MF,29,11.2,496.0,35.0,144.0,307.0,51.0,1.0,496.0,2.0,2.0,100.0,0.0,0.0,231.0,1013.0,328.0,4.0,6.0,1.0,6.0,5.0,291.0,7.0,Matches,San Jose Earthquakes
Amahl Pellegrino,NOR,FW,33,10.5,363.0,6.0,53.0,161.0,154.0,49.0,363.0,20.0,10.0,50.0,9.0,45.0,224.0,1055.0,384.0,15.0,10.0,11.0,21.0,12.0,264.0,64.0,Matches,San Jose Earthquakes
Bruno Wilson,POR,DF,27,9.6,528.0,97.0,332.0,181.0,16.0,11.0,528.0,1.0,1.0,100.0,0.0,0.0,293.0,1244.0,721.0,2.0,3.0,0.0,2.0,1.0,334.0,1.0,Matches,San Jose Earthquakes
Niko Tsakiris,USA,MF,18,8.3,394.0,25.0,99.0,216.0,86.0,12.0,394.0,17.0,5.0,29.4,7.0,41.2,235.0,1334.0,662.0,18.0,4.0,1.0,12.0,9.0,267.0,24.0,Matches,San Jose Earthquakes
Paul Marie,FRA,DF,29,8.0,517.0,28.0,174.0,226.0,121.0,9.0,517.0,12.0,7.0,58.3,5.0,41.7,237.0,1289.0,734.0,22.0,11.0,2.0,10.0,4.0,281.0,35.0,Matches,San Jose Earthquakes
Tanner Beason,USA,DF,27,8.3,439.0,91.0,264.0,156.0,20.0,6.0,439.0,5.0,2.0,40.0,2.0,40.0,207.0,807.0,412.0,2.0,0.0,0.0,1.0,0.0,245.0,2.0,Matches,San Jose Earthquakes
Hernán López Muñoz,ARG,MF,23,6.2,320.0,2.0,35.0,158.0,134.0,16.0,320.0,53.0,16.0,30.2,30.0,56.6,193.0,1102.0,541.0,14.0,12.0,4.0,22.0,14.0,220.0,19.0,Matches,San Jose Earthquakes
Benjamin Kikanovic,USA,FW,24,6.1,215.0,10.0,46.0,70.0,102.0,17.0,215.0,21.0,6.0,28.6,14.0,66.7,130.0,1001.0,492.0,21.0,13.0,6.0,11.0,2.0,149.0,44.0,Matches,San Jose Earthquakes
Jack Skahan,USA,MF,26,5.0,228.0,0.0,18.0,114.0,101.0,25.0,228.0,21.0,11.0,52.4,9.0,42.9,148.0,834.0,475.0,19.0,10.0,7.0,18.0,12.0,174.0,33.0,Matches,San Jose Earthquakes
Preston Judd,USA,FW,25,4.9,130.0,1.0,6.0,67.0,57.0,19.0,130.0,7.0,0.0,0.0,5.0,71.4,72.0,327.0,162.0,7.0,2.0,2.0,13.0,2.0,89.0,33.0,Matches,San Jose Earthquakes
Alfredo Morales,USA,MF,34,4.2,242.0,11.0,62.0,151.0,34.0,4.0,242.0,7.0,5.0,71.4,1.0,14.3,131.0,506.0,219.0,2.0,5.0,0.0,6.0,3.0,163.0,6.0,Matches,San Jose Earthquakes
Daniel,BRA,GK,30,4.0,138.0,116.0,137.0,1.0,0.0,0.0,138.0,0.0,0.0,,0.0,,82.0,397.0,202.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,Matches,San Jose Earthquakes
Daniel Munie,USA,DF,24,1.9,130.0,24.0,91.0,32.0,7.0,2.0,130.0,0.0,0.0,,0.0,,56.0,272.0,156.0,1.0,1.0,0.0,2.0,0.0,75.0,0.0,Matches,San Jose Earthquakes
Ousseni Bouda,BFA,FW,24,0.8,39.0,1.0,4.0,20.0,15.0,1.0,39.0,3.0,2.0,66.7,1.0,33.3,22.0,162.0,63.0,3.0,0.0,0.0,3.0,0.0,25.0,9.0,Matches,San Jose Earthquakes
Jamar Ricketts,USA,MF,22,0.4,7.0,3.0,4.0,1.0,2.0,0.0,7.0,2.0,1.0,50.0,1.0,50.0,3.0,20.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,Matches,San Jose Earthquakes
Tommy Thompson,USA,DF,28,0.1,15.0,0.0,3.0,8.0,4.0,0.0,15.0,0.0,0.0,,0.0,,11.0,48.0,34.0,0.0,0.0,0.0,1.0,0.0,13.0,0.0,Matches,San Jose Earthquakes
Michael Baldisimo,PHI,MF,24,0.1,10.0,0.0,4.0,5.0,2.0,1.0,10.0,0.0,0.0,,0.0,,4.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,Matches,San Jose Earthquakes
Nemanja Radoja,SRB,MF,31,16.7,1156.0,30.0,280.0,772.0,120.0,7.0,1156.0,19.0,12.0,63.2,5.0,26.3,661.0,3072.0,1408.0,12.0,13.0,0.0,7.0,6.0,815.0,16.0,Matches,Sporting Kansas City
Tim Melia,USA,GK,38,16.0,563.0,469.0,555.0,8.0,0.0,0.0,563.0,0.0,0.0,,0.0,,297.0,1378.0,767.0,0.0,0.0,0.0,1.0,0.0,266.0,0.0,Matches,Sporting Kansas City
Jake Davis,USA,DF,22,15.9,1171.0,43.0,355.0,566.0,255.0,6.0,1171.0,14.0,4.0,28.6,9.0,64.3,576.0,2626.0,1375.0,24.0,19.0,1.0,20.0,10.0,726.0,55.0,Matches,Sporting Kansas City
Dániel Sallói,HUN,FW,27,14.9,649.0,8.0,68.0,251.0,338.0,45.0,649.0,47.0,12.0,25.5,31.0,66.0,406.0,2265.0,972.0,35.0,23.0,12.0,34.0,9.0,481.0,127.0,Matches,Sporting Kansas City
Erik Thommy,GER,MF,29,13.7,751.0,15.0,88.0,331.0,345.0,28.0,751.0,43.0,21.0,48.8,17.0,39.5,503.0,3285.0,1769.0,66.0,39.0,13.0,38.0,26.0,582.0,84.0,Matches,Sporting Kansas City
Tim Leibold,GER,DF,30,14.0,1068.0,34.0,300.0,517.0,258.0,10.0,1068.0,15.0,3.0,20.0,10.0,66.7,573.0,2748.0,1451.0,26.0,34.0,1.0,7.0,3.0,703.0,58.0,Matches,Sporting Kansas City
Alan Pulido,MEX,FW,33,13.3,509.0,6.0,27.0,268.0,217.0,35.0,509.0,20.0,7.0,35.0,13.0,65.0,323.0,1392.0,408.0,12.0,8.0,8.0,44.0,21.0,418.0,64.0,Matches,Sporting Kansas City
Daniel Rosero,COL,DF,30,12.8,874.0,139.0,532.0,332.0,14.0,11.0,874.0,4.0,3.0,75.0,0.0,0.0,475.0,1795.0,890.0,0.0,1.0,0.0,9.0,4.0,586.0,4.0,Matches,Sporting Kansas City
Andreu Fontàs,ESP,DF,34,12.0,1026.0,114.0,532.0,468.0,27.0,4.0,1026.0,1.0,1.0,100.0,0.0,0.0,588.0,2238.0,1294.0,4.0,3.0,0.0,4.0,2.0,744.0,0.0,Matches,Sporting Kansas City
Memo Rodriguez,USA,MF,28,10.0,611.0,6.0,85.0,344.0,191.0,6.0,611.0,10.0,7.0,70.0,3.0,30.0,315.0,1216.0,585.0,11.0,16.0,1.0,9.0,2.0,425.0,13.0,Matches,Sporting Kansas City
Johnny Russell, SCO,FW,34,10.4,551.0,14.0,79.0,238.0,246.0,40.0,551.0,37.0,13.0,35.1,21.0,56.8,329.0,2577.0,949.0,35.0,22.0,17.0,18.0,23.0,398.0,88.0,Matches,Sporting Kansas City
William Agada,NGA,FW,24,8.9,283.0,2.0,7.0,112.0,166.0,58.0,282.0,4.0,1.0,25.0,3.0,75.0,159.0,677.0,207.0,12.0,4.0,9.0,23.0,12.0,219.0,59.0,Matches,Sporting Kansas City
Rémi Walter,FRA,MF,29,8.0,470.0,18.0,71.0,294.0,109.0,3.0,470.0,8.0,3.0,37.5,3.0,37.5,242.0,985.0,435.0,7.0,6.0,1.0,7.0,4.0,312.0,8.0,Matches,Sporting Kansas City
Robert Voloder,BIH,DF,23,6.2,388.0,45.0,221.0,162.0,8.0,2.0,388.0,4.0,3.0,75.0,1.0,25.0,221.0,1199.0,676.0,2.0,1.0,0.0,4.0,1.0,262.0,2.0,Matches,Sporting Kansas City
Robert Castellanos,USA,DF,26,5.0,385.0,45.0,222.0,157.0,7.0,4.0,385.0,0.0,0.0,,0.0,,235.0,1006.0,419.0,1.0,0.0,0.0,1.0,0.0,275.0,0.0,Matches,Sporting Kansas City
Zorhan Bassong,CAN,DF,25,4.0,302.0,9.0,97.0,118.0,88.0,3.0,302.0,7.0,3.0,42.9,4.0,57.1,163.0,842.0,387.0,13.0,9.0,0.0,5.0,1.0,187.0,14.0,Matches,Sporting Kansas City
Alenis Vargas,HON,FW,20,2.9,117.0,3.0,16.0,40.0,63.0,17.0,117.0,14.0,4.0,28.6,9.0,64.3,85.0,627.0,325.0,10.0,10.0,11.0,13.0,3.0,90.0,28.0,Matches,Sporting Kansas City
Felipe Hernandez,USA,MF,26,4.2,194.0,1.0,29.0,108.0,57.0,3.0,194.0,1.0,1.0,100.0,0.0,0.0,118.0,466.0,192.0,3.0,3.0,0.0,9.0,4.0,134.0,16.0,Matches,Sporting Kansas City
Khiry Shelton,USA,DF,30,2.7,207.0,5.0,55.0,116.0,38.0,3.0,207.0,10.0,5.0,50.0,3.0,30.0,118.0,684.0,353.0,10.0,6.0,0.0,7.0,1.0,138.0,7.0,Matches,Sporting Kansas City
John Pulskamp,USA,GK,23,2.0,55.0,47.0,55.0,0.0,0.0,0.0,55.0,0.0,0.0,,0.0,,20.0,79.0,56.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,Matches,Sporting Kansas City
Marinos Tzionis,CYP,FW,22,1.9,96.0,0.0,10.0,40.0,47.0,7.0,96.0,11.0,6.0,54.5,5.0,45.5,70.0,485.0,232.0,7.0,6.0,1.0,7.0,5.0,69.0,18.0,Matches,Sporting Kansas City
Stephen Afrifa,CAN,FW,23,1.8,109.0,4.0,18.0,43.0,54.0,6.0,109.0,17.0,9.0,52.9,8.0,47.1,64.0,445.0,236.0,7.0,6.0,0.0,5.0,8.0,72.0,20.0,Matches,Sporting Kansas City
Kayden Pierre,USA,DF,21,0.8,63.0,2.0,19.0,32.0,12.0,0.0,63.0,2.0,1.0,50.0,0.0,0.0,42.0,161.0,108.0,2.0,1.0,0.0,1.0,0.0,42.0,4.0,Matches,Sporting Kansas City
